id_A,id_B,predicted_match,hotel_name,address,city,country,latitude,longitude,rating,reviews_count,enriched_category_stars,enriched_review_score,enriched_amenities
A00346,B00335,1,Residency Lumière Saint,"Praça da Sé, 7543",Barcelona,ES,41.465331,2.165183,3.4,110.0,4.0,8.4,"pool, parking, restaurant"
A00350,B00339,1,Residency Cathedral,"Rua das Flores, 187",Barcelona,ES,41.401026,2.107576,3.7,1257.0,4.0,8.8,"spa, wifi, bar"
A00384,B00373,1,Pousada Gaudí,"Praça da Sé, 5309",Barcelona,ES,41.37226,2.246145,5.0,153.0,5.0,7.6,"spa, restaurant, parking, bar, wifi, gym"
A00386,B00375,1,Grand Hotel Cathedral II,"Praça Europa, 9324",Barcelona,ES,41.366243,2.158111,3.6,339.0,5.0,8.1,"spa, pool, parking, bar"
A00405,B00394,1,Inn Augusta II,"Avenue Paulista, 693",Barcelona,ES,41.342153,2.090158,4.9,650.0,5.0,8.7,"pet_friendly, pool, spa, wifi, air_conditioning, parking"
A00406,B00395,1,Pousada Europa II,Avenue Central 7934,Barcelona,ES,41.417096,2.235556,4.9,393.0,3.0,7.1,"pool, spa, restaurant, air_conditioning"
A00419,B00408,1,Palace Copacabana,"Avenida da República, 4531",Barcelona,ES,41.4057,2.242637,4.7,88.0,4.0,7.8,"pool, air_conditioning, pet_friendly, restaurant"
A00095,B00084,1,Hotel Lumière & Spa Boutique,"Street da Sé, 5692",Lisboa,PT,38.78229,-9.145846,3.7,150.0,5.0,8.3,"wifi, air_conditioning, spa"
A00100,B00089,1,Inn Seine,"Avenue das Flores, 5746",Lisboa,PT,38.761831,-9.109375,3.7,270.0,4.0,7.8,"restaurant, air_conditioning, pet_friendly"
A00101,B00090,1,Hotel Lumière,"Rua Liberdade, 2787",Lisboa,PT,38.632794,-9.201008,3.6,834.0,5.0,8.1,"pool, bar, restaurant"
A00112,B00101,1,Palace Liberdade,"Praça da Sé, 5714",Lisboa,PT,38.656211,-9.048852,4.7,336.0,3.0,7.9,"bar, wifi, parking"
A00122,B00111,1,Inn Seine,"Praça das Flores, 1762",Lisboa,PT,38.616968,-9.140814,3.8,81.0,4.0,7.8,"restaurant, air_conditioning, pet_friendly"
A00135,B00124,1,Suites Seine,"Avenida Europa, 6167",Lisboa,PT,38.729806,-9.009287,4.1,475.0,3.0,7.8,"wifi, pet_friendly, gym, parking, restaurant"
A00138,B00127,1,Pousada Augusta,"Praça dos Andradas, 1626",Lisboa,PT,38.656378,-9.203833,3.8,980.0,4.0,9.5,"pool, bar, gym"
A00142,B00131,1,Hotel Gaudí Saint,Praça das Flores 5955,Lisboa,PT,38.72501,-9.149853,4.4,184.0,5.0,9.3,"parking, bar, air_conditioning"
A00154,B00143,1,Pousada Seine & Spa,"Avenida Europa, 8045",Lisboa,PT,38.65919,-9.00893,3.7,399.0,4.0,8.9,"gym, spa, pool, restaurant"
A00175,B00164,1,Hotel Central II,"Avenue Copacabana, 6645",Lisboa,PT,38.688211,-9.092844,3.9,451.0,3.0,8.6,"parking, spa, restaurant, bar, gym, wifi"
A00192,B00181,1,Residency Gaudí Saint,"Avenida dos Andradas, 9540",Lisboa,PT,38.780621,-9.202851,4.5,722.0,4.0,9.6,"bar, restaurant, pet_friendly"
A00196,B00185,1,Residency Augusta Saint,"Avenida da Sé, 8235",Lisboa,PT,38.760316,-9.126573,4.2,431.0,4.0,7.4,"pet_friendly, air_conditioning, gym"
A00217,B00206,1,Suites Paulista Saint,"Rua Central, 3840",Lisboa,PT,38.65531,-9.163672,4.5,162.0,3.0,8.1,"pool, air_conditioning, spa, pet_friendly, wifi, parking"
A00227,B00216,1,Suites Liberdade,"Av. da República, 4432",Lisboa,PT,38.708387,-9.134837,5.0,409.0,3.0,9.2,"pet_friendly, pool, gym, bar, wifi"
A00239,B00228,1,Grand Hotel Augusta II,"Praça Liberdade, 2823",Lisboa,PT,38.846413,-9.129267,3.9,459.0,4.0,8.5,"wifi, pet_friendly, air_conditioning, spa"
A00246,B00235,1,Inn Seine,"Avenue Liberdade, 5926",Lisboa,PT,38.693375,-9.068343,4.2,591.0,4.0,7.8,"restaurant, air_conditioning, pet_friendly"
A00280,B00269,1,Inn Augusta II,"Ave Liberdade, 9011",Lisboa,PT,38.710336,-9.10248,3.9,1105.0,5.0,8.5,"spa, gym, pool"
A00300,B00289,1,Hotel Liberdade,"Street Central, 615",Lisboa,PT,38.649469,-9.185905,3.9,816.0,3.0,8.2,"spa, wifi, pool, restaurant"
A00306,B00295,1,Inn Copacabana,"Praça Augusta, 4947",Lisboa,PT,38.732604,-9.153743,4.7,598.0,3.0,9.6,"pool, restaurant, bar, spa, gym"
A00328,B00317,1,Residency Central,"Praça da Sé, 991",Lisboa,PT,38.758657,-9.123714,5.0,898.0,4.0,9.4,"bar, wifi, gym, spa"
A00338,B00327,1,Pousada Cathedral,Avenida da República 651,Lisboa,PT,38.79645,-9.070462,2.6,47.0,4.0,8.8,"restaurant, air_conditioning, bar"
A00348,B00337,1,Hotel Copacabana Saint & Spa,"Rua Europa, 5068",Lisboa,PT,38.735206,-9.238019,4.0,778.0,3.0,7.4,"bar, gym, wifi, restaurant"
A00354,B00343,1,Residency Europa,"Rua da República, 8348",Lisboa,PT,38.581543,-9.164166,3.8,882.0,4.0,9.6,"pet_friendly, restaurant, wifi, parking, air_conditioning, pool"
A00355,B00344,1,Palace Cathedral Boutique Boutique,"Rua Central, 7070",Lisboa,PT,38.779365,-9.149446,3.2,421.0,3.0,9.3,"air_conditioning, gym, bar, restaurant, wifi"
A00359,B00348,1,Hotel Central Saint,"Avenida dos Andradas, 1052",Lisboa,PT,38.677197,-9.091934,4.6,924.0,3.0,8.6,"bar, pet_friendly, pool, parking, air_conditioning"
A00364,B00353,1,Central II,"Rua Paulista, 2029",Lisboa,PT,38.660809,-9.129919,3.7,766.0,5.0,7.5,"parking, pet_friendly, spa, wifi"
A00380,B00369,1,Inn Augusta Saint,"Ave da Sé, 4714",Lisboa,PT,38.69111,-9.117281,3.9,285.0,3.0,8.4,"spa, gym, pet_friendly"
A00394,B00383,1,Hotel Copacabana,"Avenue Liberdade, 9044",Lisboa,PT,38.789796,-9.177754,3.5,568.0,4.0,8.5,"pet_friendly, restaurant, gym, parking, spa"
A00395,B00384,1,Inn Augusta,"Praça dos Andradas, 243",Lisboa,PT,38.727832,-9.150495,4.9,801.0,4.0,7.1,"restaurant, gym, pool, spa, parking"
A00408,B00397,1,Pousada Cathedral Saint,"Avenue Europa, 9964",Lisboa,PT,38.691098,-9.144739,4.3,590.0,3.0,9.2,"pool, restaurant, air_conditioning"
A00410,B00399,1,Grand Hotel Cathedral II,"Avenue Liberdade, 3855",Lisboa,PT,38.694355,-9.169997,3.8,458.0,4.0,9.3,"pool, parking, spa, pet_friendly, gym"
A00412,B00401,1,Palace Liberdade,"Avenue da Sé, 3900",Lisboa,PT,38.823683,-9.107974,3.9,707.0,3.0,7.9,"bar, wifi, parking"
A00416,B00405,1,Inn Augusta,"Rua da Sé, 3198",Lisboa,PT,38.67732,-9.119004,4.5,22.0,4.0,7.1,"restaurant, gym, pool, spa, parking"
A00431,B00420,1,Inn Liberdade Saint,"Ave das Flores, 3830",Lisboa,PT,38.71729,-9.141019,4.3,419.0,5.0,8.9,"parking, air_conditioning, bar, wifi, restaurant"
A00076,B00065,1,Pousada Central Boutique,"Street dos Andradas, 770",São Paulo,BR,-23.479726,-46.553075,2.5,600.0,5.0,7.6,"restaurant, bar, parking, gym"
A00082,B00071,1,Grand Hotel Gaudí,"Street Augusta, 2694",São Paulo,BR,-23.544134,-46.581807,3.8,389.0,5.0,7.1,"bar, restaurant, air_conditioning"
A00083,B00072,1,Hotel Gaudí,"Praça da República, 5865",São Paulo,BR,-23.542395,-46.690904,4.9,446.0,3.0,8.6,"parking, restaurant, spa, pool, air_conditioning, gym"
A00087,B00076,1,Inn Gaudí Boutique,"Avenida das Flores, 1960",São Paulo,BR,-23.568292,-46.672178,4.1,692.0,5.0,8.5,"pool, parking, spa, air_conditioning"
A00104,B00093,1,Inn Liberdade II,"Avenue da Sé, 5487",São Paulo,BR,-23.598353,-46.691781,4.6,737.0,3.0,7.9,"parking, restaurant, wifi, bar, pet_friendly"
A00116,B00105,1,Suites Europa II,"Pça. Central, 7902",São Paulo,BR,-23.578573,-46.501441,4.9,339.0,3.0,8.9,"wifi, pool, parking, spa, air_conditioning, pet_friendly"
A00136,B00125,1,Inn Augusta,"Avenida Paulista, 3877",São Paulo,BR,-23.454674,-46.562748,4.8,335.0,4.0,7.1,"wifi, air_conditioning, pet_friendly"
A00160,B00149,1,Suites Copacabana,"Avenue Central, 146",São Paulo,BR,-23.524398,-46.645663,3.6,484.0,3.0,9.3,"pool, parking, gym"
A00180,B00169,1,Grand Hotel Liberdade Saint,"Street Europa, 4905",São Paulo,BR,-23.469354,-46.653583,5.0,832.0,4.0,7.8,"wifi, parking, bar, air_conditioning, pool, restaurant"
A00190,B00179,1,Hotel Lumière,"Street Paulista, 4910",São Paulo,BR,-23.521544,-46.623905,4.4,706.0,3.0,9.4,"pet_friendly, parking, restaurant, pool, air_conditioning, wifi"
A00194,B00183,1,Palace Liberdade,"Rua Paulista, 5593",São Paulo,BR,-23.65781,-46.541598,4.1,422.0,3.0,7.5,"restaurant, gym, air_conditioning, pet_friendly, bar, parking"
A00218,B00207,1,Suites Gaudí,"Avenida Europa, 8570",São Paulo,BR,-23.583432,-46.584392,3.9,518.0,3.0,8.8,"air_conditioning, restaurant, parking"
A00223,B00212,1,Pousada Europa,"Praça dos Andradas, 1377",São Paulo,BR,-23.458306,-46.600098,4.4,749.0,4.0,8.5,"restaurant, air_conditioning, wifi, parking, gym"
A00226,B00215,1,Pousada Seine,"Avenue dos Andradas, 7910",São Paulo,BR,-23.625324,-46.565945,3.8,1213.0,3.0,7.4,"air_conditioning, gym, parking"
A00242,B00231,1,Pousada Gaudí Saint,Street Central 5570,São Paulo,BR,-23.555985,-46.742515,3.6,799.0,5.0,8.0,"pool, gym, bar"
A00244,B00233,1,Grand Hotel Gaudí Saint & Spa,"Rua da Sé, 9088",São Paulo,BR,-23.528493,-46.611278,3.8,610.0,5.0,8.2,"pool, bar, gym"
A00260,B00249,1,Palace Central Saint,Avenida Paulista 6032,São Paulo,BR,-23.534311,-46.536732,4.0,475.0,4.0,9.0,"bar, air_conditioning, pet_friendly"
A00268,B00257,1,Suites Liberdade Saint,"Praça da Sé, 6208",São Paulo,BR,-23.632542,-46.572283,3.8,441.0,5.0,7.9,"air_conditioning, wifi, restaurant"
A00277,B00266,1,Residency Cathedral,"Avenida Europa, 5566",São Paulo,BR,-23.536652,-46.566391,4.3,1167.0,5.0,8.6,"restaurant, parking, pool, gym, pet_friendly"
A00279,B00268,1,Grand Hotel Lumière,"Avenue Central, 2438",São Paulo,BR,-23.560143,-46.623466,4.6,529.0,3.0,7.3,"parking, bar, pet_friendly"
A00281,B00270,1,Hotel Gaudí,"Avenida da República, 7095",São Paulo,BR,-23.522608,-46.645514,3.6,298.0,3.0,8.6,"parking, restaurant, spa, pool, air_conditioning, gym"
A00282,B00271,1,Pousada Paulista,"Rua da Sé, 4889",São Paulo,BR,-23.437699,-46.6521,2.6,469.0,4.0,9.5,"restaurant, gym, pet_friendly, parking, spa"
A00287,B00276,1,Inn Lumière,"Avenida Europa, 8932",São Paulo,BR,-23.606631,-46.573581,4.3,726.0,4.0,8.2,"parking, pool, air_conditioning, spa, pet_friendly, restaurant"
A00297,B00286,1,Inn Seine Saint,"Avenida das Flores, 8149",São Paulo,BR,-23.527174,-46.594844,4.1,280.0,5.0,7.7,"restaurant, parking, spa, pool"
A00333,B00322,1,Suites Central,"Praça da Sé, 4501",São Paulo,BR,-23.501525,-46.612644,3.8,868.0,3.0,7.4,"parking, bar, gym, air_conditioning"
A00333,B00391,1,Suites Central,"Praça da Sé, 4501",São Paulo,BR,-23.501525,-46.612644,3.8,868.0,3.0,7.4,"parking, bar, gym, air_conditioning"
A00336,B00325,1,Suites Lumière 2,Street da República 3505,São Paulo,BR,-23.530228,-46.574708,4.9,794.0,4.0,9.0,"pool, spa, wifi"
A00337,B00326,1,Palace Seine Saint,"Avenue Liberdade, 68",São Paulo,BR,-23.462253,-46.653982,3.2,273.0,3.0,8.3,"pet_friendly, parking, wifi, spa"
A00343,B00332,1,Hotel Lumière St.,"Street da República, 9077",São Paulo,BR,-23.651277,-46.692159,4.5,627.0,4.0,7.3,"air_conditioning, spa, restaurant, pool"
A00347,B00336,1,Inn Cathedral,"Avenida Central, 3137",São Paulo,BR,-23.599051,-46.578177,3.4,286.0,4.0,7.5,"pool, bar, restaurant, wifi, spa"
A00353,B00342,1,Inn Seine II,Street Augusta 8113,São Paulo,BR,-23.582536,-46.606103,2.9,324.0,5.0,8.5,"parking, restaurant, wifi, pool, air_conditioning"
A00363,B00352,1,Palace Central,"Rua da República, 3962",São Paulo,BR,-23.551895,-46.606302,3.8,412.0,3.0,7.0,"restaurant, parking, pool, pet_friendly, gym, bar"
A00370,B00359,1,Suites Lumière & Spa,"Praça Central, 3855",São Paulo,BR,-23.50408,-46.654338,4.5,257.0,3.0,9.1,"bar, air_conditioning, parking"
A00377,B00366,1,Inn Augusta Saint,"Avenida Europa, 5878",São Paulo,BR,-23.504071,-46.680027,4.4,397.0,3.0,9.0,"air_conditioning, wifi, pet_friendly, restaurant, gym"
A00387,B00376,1,Pousada Gaudí & Spa,"Rua Copacabana, 5594",São Paulo,BR,-23.601088,-46.642143,4.1,368.0,4.0,9.6,"spa, pool, pet_friendly, gym"
A00402,B00322,1,Pousada Central II,"Rua da República, 1284",São Paulo,BR,-23.499592,-46.617889,3.0,817.0,5.0,8.1,"gym, pet_friendly, bar, spa, wifi"
A00402,B00391,1,Pousada Central II,"Rua da República, 1284",São Paulo,BR,-23.499592,-46.617889,3.0,817.0,5.0,8.1,"gym, pet_friendly, bar, spa, wifi"
A00404,B00393,1,Pousada Augusta,"Avenida da República, 3623",São Paulo,BR,-23.620586,-46.628239,4.9,371.0,3.0,8.6,"bar, wifi, spa, pool, gym"
A00426,B00415,1,Grand Hotel Liberdade,"Rua Copacabana, 4087",São Paulo,BR,-23.566319,-46.635117,4.7,163.0,5.0,9.0,"air_conditioning, wifi, pool, bar, pet_friendly"
A00093,B00082,1,Palace Liberdade,"Street da Sé, 5089",Paris,FR,48.830264,2.307425,2.7,345.0,4.0,8.9,"restaurant, pet_friendly, gym, air_conditioning"
A00102,B00091,1,Suites Europa,"Avenue da República, 3441",Paris,FR,48.840316,2.359116,4.2,792.0,3.0,9.5,"air_conditioning, wifi, pet_friendly, bar, spa"
A00111,B00100,1,Grand Hotel Copacabana,"Rua Augusta, 4965",Paris,FR,48.764916,2.367924,4.7,818.0,3.0,7.7,"restaurant, air_conditioning, spa, bar, wifi"
A00113,B00102,1,Residency Paulista Saint,Rua dos Andradas 7450,Paris,FR,48.874926,2.409479,4.1,438.0,3.0,8.2,"gym, spa, restaurant, parking, wifi"
A00126,B00115,1,Central II,"Ave da República, 10",Paris,FR,48.785076,2.360256,4.0,577.0,3.0,7.2,"parking, pet_friendly, bar, wifi"
A00141,B00130,1,Palace Cathedral Saint Boutique,"Avenida Liberdade, 4874",Paris,FR,48.803823,2.438181,4.5,809.0,5.0,8.4,"gym, parking, pool, spa, restaurant, wifi"
A00151,B00140,1,Palace Gaudí,"Rua Paulista, 2344",Paris,FR,48.959181,2.347416,3.3,460.0,3.0,8.4,"restaurant, air_conditioning, bar, pool, parking"
A00153,B00142,1,Pousada Paulista,"Avenida Central, 5137",Paris,FR,48.791847,2.337621,4.6,527.0,5.0,8.2,"gym, restaurant, bar, wifi, spa"
A00168,B00157,1,Grand Hotel Seine,"Avenue da República, 6507",Paris,FR,48.879419,2.332382,4.3,896.0,5.0,9.6,"bar, wifi, parking, gym"
A00191,B00180,1,Hotel Seine II,Avenida Copacabana 3292,Paris,FR,48.777083,2.395173,4.1,553.0,3.0,7.7,"spa, restaurant, gym, parking, bar, wifi"
A00208,B00197,1,Residency Augusta II,"Avenue Liberdade, 8265",Paris,FR,48.884951,2.303287,4.1,406.0,4.0,8.1,"pool, wifi, restaurant"
A00219,B00208,1,Palace Copacabana Saint,"Rua das Flores, 522",Paris,FR,48.816519,2.35837,4.8,2.0,5.0,9.6,"pool, bar, spa, restaurant"
A00221,B00210,1,Residency Cathedral,Praça dos Andradas 9952,Paris,FR,48.817947,2.395633,5.0,570.0,3.0,7.3,"pet_friendly, wifi, spa"
A00278,B00267,1,Grand Hotel Augusta,"Street da República, 6847",Paris,FR,48.82373,2.428633,4.5,751.0,3.0,8.3,"pet_friendly, air_conditioning, spa, bar, wifi, restaurant"
A00283,B00272,1,Hotel Liberdade Saint,"Avenida Liberdade, 1520",Paris,FR,48.836174,2.343662,4.0,949.0,3.0,7.3,"parking, pet_friendly, air_conditioning, wifi, spa"
A00291,B00280,1,Inn Seine,"Avenue das Flores, 8585",Paris,FR,48.858691,2.35983,3.3,366.0,5.0,7.6,"gym, pet_friendly, spa, air_conditioning, bar"
A00294,B00283,1,Suites Gaudí,"Pça. Europa, 9468",Paris,FR,48.784968,2.355236,4.9,476.0,5.0,7.7,"restaurant, air_conditioning, parking, wifi, pet_friendly"
A00296,B00285,1,Grand Hotel Copacabana Saint,"Avenue Europa, 8712",Paris,FR,48.950218,2.342229,4.4,191.0,5.0,8.3,"wifi, bar, air_conditioning, spa"
A00298,B00287,1,Hotel Liberdade,"Avenue Europa, 1677",Paris,FR,49.033294,2.274536,5.0,408.0,5.0,7.2,"pet_friendly, wifi, pool, restaurant"
A00327,B00316,1,Grand Hotel Paulista,"Street Copacabana, 671",Paris,FR,48.872073,2.426864,4.9,560.0,5.0,8.0,"wifi, pet_friendly, restaurant, bar, air_conditioning"
A00349,B00338,1,Pousada Europa II,"Rua dos Andradas, 845",Paris,FR,48.839871,2.40268,3.9,791.0,5.0,8.8,"parking, pool, air_conditioning, bar"
A00391,B00380,1,Suites Augusta,Rua Augusta 2777,Paris,FR,48.926304,2.440852,4.5,237.0,3.0,8.1,"pet_friendly, air_conditioning, bar, restaurant, pool"
A00397,B00386,1,Inn Lumière Saint,"Praça da República, 2800",Paris,FR,48.892874,2.285593,5.0,501.0,3.0,9.1,"bar, parking, pool, spa"
A00400,B00389,1,Palace Liberdade,"Praça Paulista, 2382",Paris,FR,48.876274,2.349243,3.7,1191.0,4.0,8.9,"restaurant, pet_friendly, gym, air_conditioning"
A00411,B00400,1,Residency Central,"Avenida Augusta, 3139",Paris,FR,48.847359,2.349575,4.1,325.0,4.0,8.6,"air_conditioning, spa, parking, gym, bar"
A00423,B00412,1,Hotel Central,"Rua da República, 5754",Paris,FR,48.906621,2.385459,4.4,992.0,4.0,9.0,"pool, spa, restaurant, air_conditioning, wifi"
A00424,B00413,1,Inn Gaudí Saint,"Rua Central, 516",Paris,FR,48.807792,2.304205,4.5,35.0,5.0,8.7,"gym, air_conditioning, pool, pet_friendly, parking, wifi"
A00081,B00070,1,Palace Augusta II,"Avenue Augusta, 7575",Porto,PT,41.154743,-8.578967,4.7,625.0,5.0,7.8,"wifi, air_conditioning, spa, pool, pet_friendly"
A00091,B00080,1,Hotel Augusta,"Rua da Sé, 5700",Porto,PT,41.125864,-8.666586,4.5,829.0,4.0,7.9,"gym, pool, pet_friendly"
A00099,B00088,1,Pousada Paulista,"Praça da Sé, 5053",Porto,PT,41.205343,-8.587115,3.3,709.0,3.0,9.1,"wifi, gym, bar, spa"
A00139,B00128,1,Pousada Liberdade II,"Street dos Andradas, 1991",Porto,PT,41.114342,-8.56412,3.6,272.0,3.0,9.5,"bar, air_conditioning, pet_friendly, spa, pool"
A00145,B00134,1,Grand Hotel Liberdade Saint,"Street da Sé, 4492",Porto,PT,41.20871,-8.643915,4.7,400.0,5.0,7.1,"restaurant, pool, wifi, air_conditioning, bar"
A00152,B00141,1,Pousada Copacabana,"Street Liberdade, 4204",Porto,PT,41.183973,-8.689497,3.9,368.0,3.0,8.7,"gym, bar, pet_friendly, wifi, restaurant, pool"
A00164,B00153,1,Palace Gaudí,"Avenue Copacabana, 4676",Porto,PT,41.040033,-8.653791,4.3,107.0,5.0,8.6,"air_conditioning, parking, restaurant, gym"
A00166,B00155,1,Pousada Seine Saint,"Avenida das Flores, 1592",Porto,PT,41.065299,-8.587932,4.0,676.0,3.0,9.1,"restaurant, spa, parking, wifi, air_conditioning, bar"
A00167,B00156,1,Inn Paulista Saint,"Avenue Central, 1705",Porto,PT,41.102994,-8.578827,4.6,506.0,5.0,7.2,"spa, bar, pet_friendly"
A00178,B00167,1,Suites Paulista & Spa,"Avenida dos Andradas, 7834",Porto,PT,41.239583,-8.577407,4.0,574.0,5.0,8.3,"spa, air_conditioning, gym, parking, bar"
A00209,B00198,1,Grand Hotel Gaudí 2 Boutique,"Avenue dos Andradas, 8985",Porto,PT,41.194764,-8.691655,3.8,720.0,3.0,7.2,"restaurant, spa, gym"
A00212,B00201,1,Residency Copacabana Saint,"Street Liberdade, 9701",Porto,PT,41.090871,-8.701788,4.4,765.0,3.0,9.5,"pool, parking, pet_friendly, bar"
A00236,B00225,1,Pousada Cathedral II,"Street Europa, 8536",Porto,PT,41.042898,-8.61402,4.4,848.0,5.0,8.4,"gym, restaurant, parking"
A00240,B00229,1,Inn Europa,"Praça Central, 7134",Porto,PT,41.15048,-8.541543,4.2,670.0,3.0,9.6,"pool, parking, air_conditioning, wifi, gym, pet_friendly"
A00241,B00230,1,Residency Europa,"Avenue Copacabana, 670",Porto,PT,41.092319,-8.619658,4.3,243.0,3.0,8.8,"spa, gym, pool, pet_friendly"
A00245,B00234,1,Pousada Lumière,"Rua Augusta, 156",Porto,PT,41.182672,-8.631517,4.7,1.0,4.0,7.8,"parking, gym, bar"
A00253,B00242,1,Hotel Augusta Saint,"Avenida das Flores, 9169",Porto,PT,41.124936,-8.600013,3.9,740.0,4.0,8.7,"pet_friendly, pool, parking"
A00264,B00253,1,Grand Hotel Lumière,"Street da Sé, 7",Porto,PT,41.136505,-8.572487,4.7,937.0,3.0,8.9,"air_conditioning, parking, pet_friendly, pool"
A00266,B00255,1,Hotel Augusta,"Street da Sé, 3808",Porto,PT,41.159674,-8.668504,4.8,626.0,4.0,7.9,"gym, pool, pet_friendly"
A00269,B00258,1,Suites Cathedral Boutique,"Rua das Flores, 7685",Porto,PT,41.182048,-8.63013,4.5,499.0,3.0,8.3,"spa, pet_friendly, wifi"
A00303,B00292,1,Grand Hotel Copacabana Saint,Rua Europa 8713,Porto,PT,41.037138,-8.626336,4.5,740.0,4.0,9.4,"pet_friendly, spa, gym, wifi, restaurant"
A00335,B00324,1,Suites Augusta,"Avenue Europa, 8491",Porto,PT,41.152072,-8.618529,3.0,646.0,4.0,8.2,"air_conditioning, gym, wifi, spa"
A00351,B00340,1,Suites Central,"Rua dos Andradas, 2295",Porto,PT,41.21035,-8.636415,3.9,288.0,5.0,8.2,"spa, wifi, pool, bar, gym"
A00360,B00349,1,Suites Gaudí Saint,"Street das Flores, 184",Porto,PT,41.118347,-8.711166,4.4,711.0,3.0,8.2,"bar, spa, pet_friendly"
A00365,B00354,1,Palace Central Saint,"Avenue dos Andradas, 6510",Porto,PT,41.18717,-8.574389,3.7,249.0,3.0,8.8,"restaurant, parking, wifi, pet_friendly"
A00369,B00358,1,Residency Augusta,St Augusta 8379,Porto,PT,41.087934,-8.626954,4.2,770.0,3.0,7.6,"air_conditioning, restaurant, parking"
A00379,B00368,1,Grand Hotel Augusta,Avenida da República 9118,Porto,PT,41.146926,-8.640448,3.1,331.0,3.0,9.3,"spa, pet_friendly, air_conditioning, bar, parking, gym"
A00385,B00374,1,Hotel Cathedral,"Praça das Flores, 927",Porto,PT,41.162118,-8.545354,3.6,283.0,3.0,7.2,"gym, bar, air_conditioning"
A00393,B00382,1,Residency Cathedral Saint,"Praça dos Andradas, 1368",Porto,PT,41.213104,-8.590528,3.2,164.0,4.0,9.2,"pet_friendly, bar, air_conditioning, parking, gym, restaurant"
A00396,B00385,1,Inn Augusta St.,"Praça das Flores, 5163",Porto,PT,41.146753,-8.658061,4.6,1254.0,4.0,8.9,"spa, pet_friendly, gym, wifi"
A00399,B00388,1,Hotel Cathedral 2,"Avenue da República, 7383",Porto,PT,41.188726,-8.69801,5.0,275.0,5.0,7.4,"air_conditioning, wifi, gym, pool, bar"
A00403,B00392,1,Pousada Augusta 2 & Spa,Pça. Central 8948,Porto,PT,41.070452,-8.648935,4.1,604.0,5.0,9.0,"spa, parking, pet_friendly, air_conditioning, wifi, pool"
A00409,B00398,1,Grand Hotel Augusta,Avenida dos Andradas 6749,Porto,PT,41.028309,-8.685651,3.8,479.0,3.0,9.3,"spa, pet_friendly, air_conditioning, bar, parking, gym"
A00415,B00404,1,Pousada Cathedral II,"Praça Copacabana, 7608",Porto,PT,41.122824,-8.569514,3.7,985.0,5.0,8.4,"gym, restaurant, parking"
A00417,B00406,1,Palace Cathedral,"Street Liberdade, 6454",Porto,PT,41.101539,-8.624834,5.0,131.0,5.0,9.3,"air_conditioning, bar, pool, parking"
A00422,B00411,1,Suites Copacabana,"Avenue Liberdade, 5623",Porto,PT,41.104626,-8.542738,3.6,316.0,3.0,9.0,"restaurant, pet_friendly, bar, gym, air_conditioning"
A00425,B00414,1,Residency Gaudí II,"Praça Liberdade, 1141",Porto,PT,41.129738,-8.679232,4.5,409.0,4.0,7.9,"wifi, pet_friendly, bar, pool, gym, spa"
A00430,B00419,1,Palace Cathedral Saint,"Rua dos Andradas, 6692",Porto,PT,41.169614,-8.599822,3.2,868.0,4.0,8.3,"restaurant, wifi, pool, parking, gym"
A00094,B00083,1,Grand Central II,"Avenida dos Andradas, 5443",Porto Alegre,BR,-30.093247,-51.268069,3.3,172.0,4.0,8.7,"bar, parking, pet_friendly"
A00103,B00092,1,Hotel Central,"Praça Paulista, 699",Porto Alegre,BR,-30.051591,-51.179653,4.2,484.0,3.0,8.6,"bar, pool, air_conditioning, wifi, gym"
A00110,B00099,1,Pousada Seine,"Street das Flores, 5064",Porto Alegre,BR,-30.100019,-51.191386,4.0,224.0,5.0,7.7,"pool, parking, wifi, bar, pet_friendly"
A00118,B00107,1,Residency Copacabana,"Rua das Flores, 4262",Porto Alegre,BR,-30.043987,-51.202345,5.0,570.0,3.0,7.2,"spa, wifi, air_conditioning, pool, pet_friendly"
A00124,B00113,1,Suites Gaudí II,Praça das Flores 847,Porto Alegre,BR,-29.968311,-51.235021,3.8,654.0,5.0,8.0,"parking, air_conditioning, pool, gym"
A00132,B00121,1,Pousada Augusta,"Ave da Sé, 1121",Porto Alegre,BR,-30.053333,-51.208685,4.4,234.0,5.0,7.6,"pool, parking, spa, pet_friendly, restaurant"
A00132,B00417,1,Pousada Augusta,"Ave da Sé, 1121",Porto Alegre,BR,-30.053333,-51.208685,4.4,234.0,5.0,7.6,"pool, parking, spa, pet_friendly, restaurant"
A00140,B00129,1,Hotel Cathedral,"Rua Augusta, 3433",Porto Alegre,BR,-30.070996,-51.237845,3.9,463.0,5.0,9.2,"wifi, spa, pet_friendly"
A00147,B00136,1,Suites Augusta II,"Avenue Copacabana, 8634",Porto Alegre,BR,-30.109382,-51.200012,5.0,773.0,4.0,8.2,"bar, wifi, gym, parking, spa, pool"
A00171,B00160,1,Suites Paulista II,"Rua dos Andradas, 9078",Porto Alegre,BR,-30.055922,-51.222187,4.0,365.0,3.0,8.6,"pet_friendly, gym, wifi, restaurant, bar, pool"
A00177,B00166,1,Hotel Paulista,"Street Augusta, 3118",Porto Alegre,BR,-29.970337,-51.264243,4.9,488.0,4.0,9.2,"bar, parking, pool, wifi"
